Pfeffer,der,-,pepper
Pflanze,die,-n,plant
Pflaster,das,-,plaster
Physiotherapeut,der,-en,physiotherapist
Physiotherapeutin,die,-nen,female physiotherapist
Ohr,das,-en,ear
okay,-,-,okay
Physiotherapie,die,-n,physiotherapy
Oktober,der,(Sg.),October
Picknick,das,-s,picnic
Öl,das,-e,oil
Pizza,die,-s/Pizzen,pizza
Olive,die,-n,olive
Oma,die,-s,grandma
Onkel,der,-,uncle
online,-,-,online
Opa,der,-s,grandpa
Open-Air-Kino,das,-s,open-air cinema
Oper,die,-n,opera
orange,-,-,orange
Orangensaft,der,-e,orange juice
Orchester,das,-,orchestra
Ordinalzahl,die,-en,ordinal number
ordnen,-,-,to arrange
orientieren (sich),-,-,to orient (oneself)
originell,-,-,original
Ort,der,-e,place
Ortsangabe,die,-n,location indicator
Ortsveränderung,die,-en,change of place
Osten,der,(Sg.),East
Österreich,-,-,Austria
Paar,das,-e,pair
packen,-,-,to pack
Packung,die,-en,package
Paket,das,-e,package
Pantomime,die,(Sg.),pantomime
Papier,das,-e,paper
Papiere,die,(Pl.),papers
Parfüm,das,-e/-s,perfume
Parfümerie,die,-n,perfumery
Park,der,-s,park
Partizip,das,-ien,participle
Partner,der,-,partner
Partnerin,die,-nen,female partner
Party,die,-s,party
Pass,der,-e,passport
passen (1),-,-,to fit (Which photo fits the text?)
Plakat,das,-e,poster
Plan,der,-e,plan
planen,-,-,to plan
Platz (1),der,-e,space
Platz (2),der,-e,square
Plural,der,-e,plural
Pluralendung,die,-en,plural ending
Pluralform,die,-en,plural form
plus,-,-,plus
Polen,-,-,Poland
Politik,die,(Sg.),politics
Polizist,der,-en,policeman
Polizistin,die,-nen,policewoman
Polnisch,-,-,Polish
Pommes,die,(Pl.),French fries
Pommes frites,die,(Pl.),French fries
populär,-,-,popular
Portugal,-,-,Portugal
Portugiesisch,-,-,Portuguese
Position,die,-en,position
positiv,-,-,positive
pro,-,-,per
probieren,-,-,to try
Problem,das,-e,problem
Produkt,das,-e,product
Produktion,die,-en,production
Professor,der,-en,professor
Professorin,die,-nen,female professor
Profil,das,-e,profile
Programm,das,-e,program
Projekt,das,-e,project
Pronomen,das,-,pronoun
prost,-,-,cheers
Prüfung,die,-en,exam
Publikum,das,(Sg.),audience
Pulli,der,-s,sweater
Pullover,der,-,sweater
Punkt (1),der,-e,point (at the end of the sentence)
Punkt (2),der,-e,"point (score, what is important)"
pünktlich,-,-,punctual
Pünktlichkeit,die,(Sg.),punctuality
qm,-,-,square meter
Quatsch,der,(Sg.),nonsense
Radiosendung,die,-en,radio show
Ratebild,das,-er,rating image
raten,-,-,to guess
Rathaus,das,-er,town hall
Rätoromanisch,-,-,Romansh language
rauchen,-,-,to smoke
Raum,der,-e,room
rausgehen,-,-,to go out
reagieren,-,-,to react
Reaktion,die,-en,reaction
recherchieren,-,-,to research
Rechnung,die,-en,bill
rechts,-,-,right
Redemittel,das,-,phrases
reden,-,-,to speak
Regal,das,-e,shelf
Possessivartikel,der,-,possessive article
Post,die,(Sg.),mail
Postkarte,die,-n,postcard
Postleitzahl,die,-en,postal code
Präfix,das,-e,prefix
Praktikum,das,Praktika,internship
praktisch,-,-,practical
Präposition,die,-en,preposition
Präsentation,die,-en,presentation
präsentieren,-,-,to present
Präteritum,das,Präterita,past tense
Praxis,die,Praxen,practice
Preis,der,-e,price
Regel,die,-n,rule
regelmäßig,-,-,regularly
Regen,der,-,rain
Regenjacke,die,-n,rain jacket
Regenschirm,der,-e,umbrella
Regisseur,der,-e,director
Regisseurin,die,-nen,female director
regnen,-,-,to rain
Reihenfolge,die,-n,sequence
Reihenhaus,das,-er,terraced house
Reis,der,(Sg.),rice
Reise,die,-n,trip
Reisebericht,der,-e,travel report
Reiseführer (1),der,-,tour guide
Reiseführer (2),der,-,travel guide
Reiseführerin,die,-nen,female tour guide
reisen,-,-,to travel
Reisetasche,die,-n,travel bag
Reiseziel,das,-e,travel destination
Religion,die,-en,religion
renoviert,-,-,renovated
Requiem,das,-s,requiem
reservieren,-,-,to reserve
Restaurant,das,-s,restaurant
Rezept,das,-e,recipe
Rezeption,die,-en,reception
richtig (1),-,-,correct (1)
richtig (2),-,-,really (2)
riechen,-,-,to smell
Rock,der,-e,skirt
Rolle,die,-n,role
Rollenkarte,die,-n,role card
rot,-,-,red
Route,die,-n,route
Rücken,der,-,back
Rückenschmerzen,die,-,back pain
ruhig,-,-,quiet
rund,-,-,around
rund um,-,-,around (in terms of)
Russisch,-,-,Russian
Russland,-,-,Russia
Sache,die,-n,thing
Saft (1),der,-e,juice (1)
Saft (2),der,-e,juice (2)
sagen,-,-,to say
Sahne,die,-,cream
Saison,die,-en/-s,season
Saison-Job,der,-s,seasonal job
Salami,die,-s,salami
Salat,der,-e,salad
Salbe,die,-n,ointment
Salz,das,-e,salt
sammeln,-,-,to collect
Samstag,der,-e,Saturday
Samstagabend,der,-e,Saturday evening
samstags,-,-,on Saturdays
Sandwich,der/das,-s,sandwich
satt,-,-,full
Satz,der,-e,sentence
Satzende,das,-n,sentence end
Satzklammer,die,-n,sentence bracket
Satzmelodie,die,-n,sentence melody
sauber,-,-,clean
sauber machen,-,-,to clean
Saxofon,das,-e,saxophone
schälen,-,-,to peel
schauen,-,-,to look
Schauspieler,der,-,actor
Schauspielerin,die,-nen,actress
scheinen,-,-,to seem
schenken,-,-,to give
schicken,-,-,to send
Schiff,das,-e,ship
Schild,das,-er,shield
Schinken,der,-,ham
schlafen,-,-,to sleep
Schlafsack,der,-e,sleeping bag
Schlaftablette,die,-n,sleeping pill
Schlafzimmer,das,-,bedroom
schlecht,-,-,bad
schließen (1),-,-,to close (1)
schließen (2),-,-,to close (2)
Schluss,der,-e,end
Schlüssel,der,-,key
schmecken,-,-,to taste
Schmerz,der,-en,pain
Schmuck,der,-,jewelry
Schnee,der,-,snow
schneiden,-,-,to cut
schneien,-,-,to snow
schnell,-,-,fast
Schnitzel,das,-,schnitzel
Schnupfen,der,-,cold (illness)
Schokolade,die,-n,chocolate
schon,-,-,already
schön,-,-,beautiful
schon wieder,-,-,again
Schrank,der,-e,cupboard
schrecklich,-,-,terrible
schreiben,-,-,to write
Schreibtisch,der,-e,desk
Schreibwaren,die,-,stationery
Schuh,der,-e,shoe
Schuhfan,der,-s,shoe fan
Schuhladen,der,-,shoe store
Schule,die,-n,school
schütten,-,-,to pour
schwarz,-,-,black
Schweiz,die,-,Switzerland
schwimmen,-,-,to swim
sechs,-,-,six
sechzehn,-,-,sixteen
sechzig,-,-,sixty
Secondhand-Laden,der,-s,secondhand store
See,der,-n,lake
Segellehrer,der,-e,sailing instructor
Segellehrerin,die,-nen,sailing instructor (female)
segeln,-,-,to sail
sehen,-,-,to see
Sehenswürdigkeit,die,-en,sight
sehr,-,-,very
Seife,die,-n,soap
sein (1),-,-,to be (1)
sein (2),-,-,his
sein (3),-,-,to be (3)
seit (+ D.),-,-,since (D.)
Seite,die,-n,page
Sekretär,der,-e,secretary
Sekretärin,die,-nen,secretary (female)
Sekunde,die,-n,second
selbst,-,-,self
Selbstbedienung,die,-,self-service
selten,-,-,rarely
Semester,das,-,semester
Seminar,das,-e,seminar
Sensation,die,-en,sensation
September,der,-,September
Serbisch,-,-,Serbian
Serie,die,-n,series
Serviette,die,-n,napkin
Sessel,der,-,armchair
Shop,der,-s,shop
shoppen,-,-,to shop
shoppen gehen,-,-,to go shopping
sicher,-,-,sure
Sie,-,-,they (formal)
sie (1),-,-,she (1)
sie (2),-,-,they (2)
sie (3),-,-,she (3)
sieben,-,-,seven
siebzehn,-,-,seventeen
siebzig,-,-,seventy
Silbenanfang,der,-e,syllable beginning
S-Bahn,die,-en,S-Bahn (train)
schwer (1),-,-,heavy (1)
singen,-,-,to sing
Singular,der,-e,singular
schade,-,-,a pity
schaffen,-,-,to manage
Schaffner,der,-,conductor
schwer (2),-,-,heavy (2)
Situation,die,-en,situation
sitzen,-,-,to sit
Schaffnerin,die,-nen,female conductor
Schwester,die,-n,sister
Schwimmbad,das,"""er",swimming pool
Ski,der,-,ski
Schal,der,-s,scarf
Skifahren,das,-,skiing
Ski-Urlaub,der,-e,ski vacation
Small Talk,der,-s,Small talk
Snowboard-Urlaub,der,-e,Snowboard vacation
so (1),-,-,"so (e.g., Schwimmst du gern?)"
so (2),-,-,"so (e.g., Es geht so.)"
so (3),-,-,"so (e.g., So sagt man...)"
so (4),-,-,"so (e.g., So ein Zufall!)"
so (5),-,-,"so (e.g., Wie geht es Ihnen?)"
Sofa,das,-s,Sofa
sofort,-,-,immediately
Sohn,der,-e,son
Solist,der,-en,soloist
Solistin,die,-nen,soloist (female)
sollen,-,-,should (modal verb)
Sommer,der,-,summer
Sommerfest,das,-e,summer festival
Sonne,die,-n,sun
Sonnenbrille,die,-n,sunglasses
Sonnencreme,die,-s,sunscreen
sonnig,-,-,sunny
Sonntag,der,-e,Sunday
Sonntagnachmittag,der,-e,Sunday afternoon
sonst,-,-,otherwise
Souvenir,das,-s,souvenir
Spaghetti,die,-,spaghetti
Spanien,-,-,Spain
Spanisch,-,-,Spanish
Spaß,der,-,fun
spät,-,-,late
später,-,-,later
spazieren gehen,-,-,to go for a walk
Spaziergang,der,-e,walk
speichern,-,-,to save
Speisekarte,die,-n,menu
Spezialität,die,-en,specialty
Spiel,das,-e,game
spielen,-,-,to play
Spielplatz,der,-e,playground
Spielwaren,die,-,toys
Sport,der,-,sport
Sportclub,der,-s,sports club
Sportkleidung,die,-,sports clothing
Sportler,der,-,athlete (male)
Sportlerin,die,-nen,athlete (female)
sportlich,-,-,athletic
Sportschuh,der,-e,sports shoe
Sprache,die,-n,language
Sprachinstitut,das,-e,language institute
Sprachkurs,der,-e,language course
Sprachnachricht,die,-en,voice message
Sprachschule,die,-n,language school
sprechen,-,-,to speak
Spritze,die,-n,syringe
Spülmaschine,die,-n,dishwasher
Stadion,das,Stadien,stadium
Stadt,die,-e,city
Städtereise,die,-n,city trip
Stadtführung,die,-en,city tour
Stadtpark,der,-s,city park
Stadttour,die,-en,city tour
Stadturlaub,der,-e,city vacation
Stapel,der,-,pile
Star,der,-s,star
Start,der,-s,start
Station,die,-en,station
Statist,der,-en,extra (in a play or film)
Statistik,die,-en,statistics
Statistin,die,-nen,extra (female)
stattfinden,-,-,to take place
stehen (1),-,-,to stand (location)
stehen (2),-,-,to fit (clothing)
Stelle,die,-n,position
stellen (1),-,-,to ask (a question)
stellen (2),-,-,to place (something)
Stichpunkt,der,-e,bullet point
Stiefel,der,-,boots
Stift,der,-e,pen
stimmen (1),-,-,to agree
stimmen (2),-,-,to be correct
Stock,der,-e,floor
Stollen,der,-,Christmas bread
Strand,der,-e,beach
Strandbar,die,-s,beach bar
Straße,die,-n,street
Straßenbahn,die,-en,tram
Strategie,die,-n,strategy
Stress,der,-,stress
stressig,-,-,stressful
Stück,das,-e,piece
Student,der,-en,student (male)
Studentin,die,-nen,student (female)
studieren,-,-,to study
Studio,das,-s,studio
Studium,das,Studien,studies
Stuhl,der,-e,chair
Stunde,die,-n,hour
Subjekt,das,-e,subject (grammar)
suchen,-,-,to search
Südamerika,-,-,South America
Süden,der,-,south
super,-,-,super
Supermarkt,der,-e,supermarket
supernett,-,-,super nice
Suppe,die,-n,soup
Suppenhuhn,das,-er,soup chicken
Sushi,das,-s,sushi
süß (1),-,-,sweet (taste)
süß (2),-,-,cute
Süßigkeit,die,-en,candy
Sweatshirt,das,-s,sweatshirt
Symbol,das,-e,symbol
Szene,die,-n,scene
Tabelle,die,-n,table
Tablette,die,-n,tablet
Tafel (1),die,-n,board
Tafel (2),die,-n,shelf
Tag,der,-e,day
Täglichezeit,die,-en,daily time
tatsächlich,-,-,actually
tausend,-,-,thousand
Taxi,das,-s,taxi
Taxifahrer,der,-,taxi driver
Taxifahrerin,die,-nen,taxi driver (female)
Taxifahrt,die,-en,taxi ride
Team,das,-s,team
Technik,die,-en,technology
Techniker,der,-,technician (male)
Technikerin,die,-nen,technician (female)
Tee,der,-s,tea
Teil,der,-e,part
Telefon,das,-e,telephone
Telefongespräch,das,-e,phone conversation
telefonieren,-,-,to phone
Telefonnummer,die,-n,phone number
Teller,der,-e,plate
Tennis,-,-,tennis
Tennisplatz,der,-e,tennis court
Teppich,der,-e,carpet
Termin,der,-e,appointment
Terrasse,die,-n,terrace
Test,der,-s,test
teuer,-,-,expensive
Text,der,-e,text
Textbaustein,der,-e,text block
Thailand,-,-,Thailand
Theater,das,-,theater
Theater-Festival,das,-s,theater festival
Thema,das,Themen,topic
thematisch,-,-,thematic
Therapeut,der,-en,therapist (male)
Therapeutin,die,-nen,therapist (female)
Ticket,das,-s,ticket
Ticketkauf,der,-e,ticket purchase
Tipp,der,-s,tip
Tisch,der,-e,table
Tochter,die,-n,daughter
Toilette,die,-n,toilet
Tomate,die,-n,tomato
Tomatensuppe,die,-n,tomato soup
Top,-,-,top
topaktuell,-,-,"very current, up-to-date"
total,-,-,total
Tour,die,-en,tour
tragen,-,-,to carry
trainieren,-,-,to train
Training,das,-s,training
Trạm,die/das,-s,station (Vietnamese context)
Traum,der,-e,dream
Traumurlaub,der,-e,dream vacation
treffen,-,-,to meet
Treffpunkt,der,-e,meeting point
Trendstadt,die,-e,trend city
trennbar,-,-,separable (verbs)
Trệppe,die,-n,stairs
um (1),-,-,around (time: around seven)
um (2),-,-,"for, request (e.g. excuse)"
Umlaut,der,-e,umlaut (vowel change)
umsteigen,-,-,to change (trains)
umtauschen,-,-,to exchange
umziehen,-,-,to move (house)
Umzug,der,-e,move (moving house)
unbestimmt,-,-,indefinite
und,-,-,and
Unfall,der,-e,accident
Ungarisch,-,-,Hungarian
ungefähr,-,-,approximately
trinken,-,-,to drink
Trinkgeld,das,-er,tip (money)
Trompete,die,-n,trumpet
Trompetenunterricht,der,(Sg.),trumpet lessons
Tropfen,der,-,drop (liquid)
tschüs,-,-,bye
T-Shirt,das,-s,T-shirt
Tuch,das,-er,cloth
tun,-,-,to do
Tür,die,-en,door
Türkei,die,(Sg.),Turkey
Türkisch,-,-,Turkish
Turm,der,-e,tower
Tüte,die,-n,bag
typisch,-,-,typical
U-Bahn,die,-en,subway
über (1),-,-,about (talk about something)
über (2),-,-,above (position)
über (3),-,-,about (gather info)
über (4),-,-,above (location)
überall,-,-,everywhere
überlegen,-,-,to consider
übernachten,-,-,to spend the night
Überraschung,die,-en,surprise
Überraschungstag,der,-e,surprise day
Überschrift,die,-en,headline
überweisen,-,-,to transfer (money)
Übung,die,-en,exercise
Übungsbuch,das,-er,exercise book
Uhr (1),-,-,hour (time)
Uhr (2),die,-en,clock
Uhrzeit,die,-en,time
Ukraine,die,(Sg.),Ukraine
unhöflich,-,-,rude
Uni,die,-s,university
Unicafé,das,-s,university café
Universität,die,-en,university
unregelmäßig,-,-,irregular
uns,-,-,us (reflexive pronoun)
unser,-,-,our
unten,-,-,below
unter (+ D.),-,-,under
Unterricht,der,(Sg.),lesson
unterschreiben,-,-,to sign
Unterschrift,die,-en,signature
unterstreichen,-,-,to underline
Untersuchen,-,-,to investigate
unterwegs,-,-,on the way
Urlaub,der,-e,vacation
Urlaubsnachricht,die,-en,vacation message
Urlaubsort,der,-e,holiday destination
USA,die,-,USA
USB-Stick,der,-s,USB stick
Variation,die,-en,variation
variieren,-,-,to vary
Vater,der,-e,father
verabreden,-,-,to arrange (meeting)
Verabredung,die,-en,appointment
verabscheiden,-,-,to decide
Veranstaltung,die,-en,event
Verb,das,-en,verb
Verband,der,-e,"association, band"
verbinden (1),-,-,to connect (things)
verbinden (2),-,-,to connect (people)
Verbot,das,-e,ban
verboten,-,-,forbidden
verdienen,-,-,to earn
vereinbaren,-,-,"to arrange, to agree"
vergessen,-,-,to forget
vergleichen,-,-,to compare
verheiratet,-,-,married
verkaufen,-,-,to sell
Verkäufer,der,-,salesman
Verkäuferin,die,-nen,saleswoman
verletzt,-,-,injured
Verletzte,der/die,-n,injured person
vermieten,-,-,to rent
Vermieter,der,-,landlord
Vermieterin,die,-nen,landlady
vermissen,-,-,to miss
vermuten,-,-,to assume
Verpackung,die,-en,packaging
verpassen,-,-,to miss
verschieden,-,-,different
Verspätung,die,-en,delay
verstehen,-,-,to understand
versuchen,-,-,to try
Vertrag,der,-e,contract
Verwandte,der/die,-n,relative
verwenden,-,-,to use
Video,das,-s,video
viel,-,-,"much, many"
vielleicht,-,-,maybe
vier,-,-,four
Viertel,das,-,quarter
vierzehn,-,-,fourteen
vierzig,-,-,forty
Vokal,der,-e,vowel
voll,-,-,full
von (1),-,-,from
von (2),-,-,of (profession)
vor (1),-,-,before
vor (2),-,-,before (time)
vorbei sein,-,-,to be over
vorbereiten,-,-,to prepare
vorgestern,-,-,the day before yesterday
vorher,-,-,before
vorlesen,-,-,to read aloud
Vorliebe,die,-n,preference
Vormittag,der,-e,morning
vormittags,-,-,in the mornings
Vorname,der,-n,first name
vorne,-,-,in front
Vorschlag,der,-e,suggestion
vorspielen,(no article),(no plural),to play beforehand
vorstellen,(no article),(no plural),to introduce
Vorteil,der,-e,advantage
wählen,(no article),(no plural),to choose
wandern,(no article),(no plural),to hike
Ware,die,-n,goods
warm,(no article),(no plural),warm
warten,(no article),(no plural),to wait
warum,(no article),(no plural),why
was,(no article),(no plural),what
willkommen,(no article),(no plural),welcome
Wind,der,-e,wind
windig,(no article),(no plural),windy
Winter,der,-,winter
Winterjacke,die,-n,winter jacket
wir,(no article),(no plural),we
wirklich (1),(no article),(no plural),really
wissen,(no article),(no plural),to know
WLAN,das,(no plural),Wi-Fi
wo,(no article),(no plural),where
waschen,(no article),(no plural),to wash
Woche,die,-n,week
Waschmaschine,die,-n,washing machine
Wasser,das,(no plural),water
wechseln,(no article),(no plural),to change
Wechselpräposition,die,-en,changing preposition
wecken,(no article),(no plural),to wake up
Weg,der,-e,way
Wegbeschreibung,die,-en,directions
wegräumen,(no article),(no plural),to clear away
weh tun,(no article),(no plural),to hurt
weiblich,(no article),(no plural),female
Wochenende,das,-n,weekend
Wochentag,der,-e,weekday
woher,(no article),(no plural),from where
wohin,(no article),(no plural),to where
wohnen,(no article),(no plural),to live
Wohnfläche,die,-n,living space
Wohnform,die,-en,type of accommodation
Wohnung,die,-en,apartment
Zeit,die,-en,time
Zeitangabe,die,-n,time specification
Zeitschrift,die,-en,magazine
Zeitung,die,-en,newspaper
Zelt,das,-e,tent
zentral,(no article),(no plural),central
Zentrum,das,-en,center
zerlegen,(no article),(no plural),to disassemble
Zettel,der,-,note
ziehen (1),(no article),(no plural),to pull
ziehen (2),(no article),(no plural),to move
Ziel,das,-e,goal
Zimmer,das,-,room
Zoo,der,-s,zoo
zu (1),(no article),(no plural),to (as in direction)
zu (2),(no article),(no plural),for (with dative)
zu (3),(no article),(no plural),too (as in excessively)
zu (4),(no article),(no plural),to (as in bringing someone)
zu Fuß,(no article),(no plural),on foot
zu Hause,(no article),(no plural),at home
zu Mittag essen,(no article),(no plural),to eat lunch
Wohnort,der,-e,place of residence
Weihnachtsmarkt,der,-e,Christmas market
Wohnungsanzeige,die,-n,apartment ad
Wohnungssuche,die,(no plural),apartment search
weiß,(no article),(no plural),white
Wohnzimmer,das,-,living room
zulbereiten,(no article),(no plural),to prepare
Zucker,der,(no plural),sugar
zuerst,(no article),(no plural),first
Zufall,der,-e,coincidence
Weise,die,(no plural),way (manner)
weit (1),(no article),(no plural),far
weit (2),(no article),(no plural),wide
weitere,(no article),(no plural),further
weiterhören,(no article),(no plural),to keep listening
Welt,die,-en,world
wem,(no article),(no plural),to whom
wen,(no article),(no plural),whom
wenig,(no article),(no plural),little
wer,(no article),(no plural),who
werden,(no article),(no plural),to become
Werkstatt,die,-en,workshop
Wüste,die,-n,desert
Wetter,das,-,weather
Wetterbericht,der,-e,weather report
W-Frage,die,-n,W-question
WG,die,-s,shared apartment
wichtig,(no article),(no plural),important
wie,(no article),(no plural),how
wie lange,(no article),(no plural),how long
wie viel,(no article),(no plural),"how much, how many"
wieder,(no article),(no plural),again
wiederholen,(no article),(no plural),to repeat
wiegen,(no article),(no plural),to weigh
Wolke,die,-n,cloud
wollen,(no article),(no plural),to want
Wort,das,-er,word
Wortanfang,der,-e,beginning of word
Wortende,das,-n,end of word
Wörterbuch,das,-er,dictionary
Wortgruppe,die,-n,word group
Wortinnere,das,(no plural),inside of word
Wortliste,die,-n,word list
Wortteil,der,-e,part of a word
Wunde,die,-n,wound
wunderbar,(no article),(no plural),wonderful
wunderschön,(no article),(no plural),beautiful
Wunsch,der,-e,wish
wünschen,(no article),(no plural),to wish
würfeln,(no article),(no plural),to roll (dice)
Wurst,die,-e,sausage
Würstchen,das,-,small sausage
Würstel,das,-,small sausage
W-Wort,das,-er,W-word
Yoga,(no article),(no plural),yoga
Zahl,die,-en,number
zahlen,(no article),(no plural),to pay
Zahn,der,-e,tooth
Zahnarzt,der,-e,dentist (male)
Zahnärztin,die,-nen,dentist (female)
Zahnschmerzen,die,(no plural),toothache
zehn,(no article),(no plural),ten
zeichnen,(no article),(no plural),to draw
Zeichnung,die,-en,drawing
zeigen,(no article),(no plural),to show
zufrieden,(no article),(no plural),satisfied
Zug,der,-e,train
zum Glück,(no article),(no plural),luckily
zum Schluss,(no article),(no plural),in conclusion
zum Wohl,(no article),(no plural),for health
zum Schluss,(no article),(no plural),finally
Zumba,(no article),(no plural),Zumba (dance form)
zulordnen,(no article),(no plural),to assign
zurück,(no article),(no plural),back
zurückfahren,(no article),(no plural),to drive back
zurückfinden,(no article),(no plural),to find one's way back
zurück schicken,(no article),(no plural),to send back
zurzeit,(no article),(no plural),currently
zusammen,(no article),(no plural),together
zusammengehören,(no article),(no plural),to belong together
zusammenpassen,(no article),(no plural),to match
Zuschauer,der,-e,spectator
Zuschauerin,die,-nen,spectator (female)
zwanzig,(no article),(no plural),twenty
zwei,(no article),(no plural),two
zweimal,(no article),(no plural),twice
zweit,(no article),(no plural),second
Zwiebel,die,-n,onion
zwischen,(no article),(no plural),between
zwölf,(no article),(no plural),twelve
